state,year,rainfall_mm,mean_temperature_c,drought_days,extreme_wet_days,rainfall_anomaly_mm
Meghalaya,2005,2811.73,19.04331506849315,111,13,-377.1711538461541
Meghalaya,2006,2200.63,19.29564383561644,123,10,-988.271153846154
Meghalaya,2007,2728.25,18.86372602739726,139,13,-460.6511538461541
Meghalaya,2008,2143.17,18.957103825136613,128,6,-1045.731153846154
Meghalaya,2009,2366.84,19.241589041095892,152,13,-822.061153846154
Meghalaya,2010,3017.72,19.25827397260274,129,13,-171.1811538461543
Meghalaya,2011,2255.02,18.854986301369863,140,11,-933.8811538461541
Meghalaya,2012,2764.42,18.995218579234972,141,10,-424.48115384615403
Meghalaya,2013,2434.15,19.35197260273973,148,9,-754.751153846154
Meghalaya,2014,2308.54,19.438986301369862,156,11,-880.3611538461541
Meghalaya,2015,2868.87,19.343835616438355,125,10,-320.0311538461542
Meghalaya,2016,4060.4700000000003,19.760655737704916,88,30,871.5688461538462
Meghalaya,2017,5267.45,19.511397260273974,111,43,2078.5488461538457
Meghalaya,2018,3421.08,18.980246575342466,113,21,232.17884615384583
Meghalaya,2019,4371.42,19.270383561643836,109,31,1182.518846153846
Meghalaya,2020,5317.45,19.040300546448087,108,35,2128.5488461538457
Meghalaya,2021,3257.78,19.190602739726028,130,17,68.8788461538461
Meghalaya,2022,4353.63,18.992301369863014,103,31,1164.728846153846
Meghalaya,2023,3693.54,19.374876712328767,129,28,504.63884615384586
Meghalaya,2024,4394.63,19.108743169398906,117,35,1205.728846153846
Meghalaya,2025,3584.87,19.244931506849316,118,17,395.9688461538458
Mizoram,2000,572.37,21.241120218579233,122,3,-728.5130769230769
Mizoram,2001,466.66,21.696109589041097,137,2,-834.2230769230769
Mizoram,2002,437.8,21.799972602739725,123,0,-863.083076923077
Mizoram,2003,313.38,21.866794520547945,122,0,-987.503076923077
Mizoram,2004,501.78000000000003,21.35672131147541,146,5,-799.103076923077
Mizoram,2005,390.79,22.124739726027396,123,0,-910.093076923077
Mizoram,2006,638.88,21.747397260273974,133,7,-662.003076923077
Mizoram,2007,896.72,20.942438356164384,145,15,-404.1630769230769
Mizoram,2008,868.0600000000001,21.01549180327869,144,14,-432.8230769230769
Mizoram,2009,1273.4,21.235342465753423,148,23,-27.48307692307685
Mizoram,2010,1207.3,21.07358904109589,124,17,-93.58307692307699
Mizoram,2011,1094.68,20.68350684931507,144,15,-206.20307692307688
Mizoram,2012,924.86,21.000956284153006,136,6,-376.0230769230769
Mizoram,2013,1053.66,20.99805479452055,144,12,-247.22307692307686
Mizoram,2014,968.87,21.35649315068493,157,16,-332.01307692307694
Mizoram,2015,1856.7,20.61487671232877,119,34,555.8169230769231
Mizoram,2016,1808.22,20.959672131147542,115,28,507.3369230769231
Mizoram,2017,3265.59,20.56504109589041,115,59,1964.7069230769232
Mizoram,2018,2276.04,20.14641095890411,126,29,975.156923076923
Mizoram,2019,2389.8,20.724493150684932,123,35,1088.9169230769232
Mizoram,2020,1760.5,20.433469945355192,117,22,459.61692307692306
Mizoram,2021,1465.73,21.03041095890411,138,22,164.84692307692308
Mizoram,2022,1445.27,20.734356164383563,104,17,144.38692307692304
Mizoram,2023,1506.81,21.220054794520546,133,21,205.926923076923
Mizoram,2024,2371.42,20.972896174863386,107,36,1070.5369230769231
Mizoram,2025,2067.67,20.98304109589041,114,37,766.7869230769231
Nagaland,2000,954.91,20.060327868852458,110,4,-521.6403846153845
Nagaland,2001,715.96,20.78005479452055,111,1,-760.5903846153844
Nagaland,2002,1003.36,20.50772602739726,109,7,-473.19038461538446
Nagaland,2003,947.17,20.34523287671233,96,3,-529.3803846153845
Nagaland,2004,1103.89,19.901448087431696,117,8,-372.6603846153844
Nagaland,2005,975.37,20.43317808219178,96,5,-501.18038461538447
Nagaland,2006,926.21,20.759205479452053,117,4,-550.3403846153844
Nagaland,2007,1245.2,19.993945205479452,135,16,-231.35038461538443
Nagaland,2008,1412.22,19.77844262295082,110,18,-64.33038461538445
Nagaland,2009,1375.96,20.1527397260274,130,16,-100.59038461538444
Nagaland,2010,1903.32,19.968109589041095,118,26,426.76961538461546
Nagaland,2011,1558.81,19.505232876712327,111,23,82.25961538461547
Nagaland,2012,1602.68,19.92983606557377,111,23,126.12961538461559
Nagaland,2013,1579.7,20.363753424657535,137,21,103.14961538461557
Nagaland,2014,1397.21,20.654164383561646,131,20,-79.34038461538444
Nagaland,2015,1863.99,20.48632876712329,100,25,387.43961538461554
Nagaland,2016,1724.1200000000001,20.77434426229508,92,20,247.56961538461564
Nagaland,2017,2155.67,20.55257534246575,98,35,679.1196153846156
Nagaland,2018,1874.44,20.132438356164386,83,26,397.8896153846156
Nagaland,2019,1893.99,20.352082191780823,89,27,417.43961538461554
Nagaland,2020,1798.77,20.100628415300545,81,21,322.2196153846155
Nagaland,2021,1333.05,20.46186301369863,102,20,-143.50038461538452
Nagaland,2022,1658.91,20.10128767123288,103,20,182.3596153846156
Nagaland,2023,1566.44,20.585534246575342,106,22,89.88961538461558
Nagaland,2024,1893.89,20.32918032786885,90,29,417.3396153846156
Nagaland,2025,1925.07,20.29849315068493,94,35,448.51961538461546
Odisha,2000,996.4,26.16688524590164,158,10,-460.538076923077
Odisha,2001,1784.8700000000001,26.067972602739726,130,27,327.9319230769231
Odisha,2002,1187.41,26.33876712328767,153,14,-269.5280769230769
Odisha,2003,1800.7,26.329835616438356,136,29,343.76192307692304
Odisha,2004,1290.52,25.658360655737702,156,17,-166.41807692307702
Odisha,2005,1545.72,26.306712328767127,139,18,88.78192307692302
Odisha,2006,1626.12,25.747671232876712,150,19,169.18192307692289
Odisha,2007,1570.77,25.910986301369864,150,17,113.83192307692298
Odisha,2008,1813.95,25.60122950819672,154,27,357.01192307692304
Odisha,2009,1315.55,26.65545205479452,180,19,-141.38807692307705
Odisha,2010,1283.6399999999999,26.710684931506847,145,19,-173.29807692307713
Odisha,2011,1543.17,25.813972602739728,167,23,86.23192307692307
Odisha,2012,1491.47,26.16934426229508,158,18,34.53192307692302
Odisha,2013,1620.07,25.94608219178082,154,18,163.13192307692293
Odisha,2014,1486.27,25.796082191780823,157,21,29.331923076922976
Odisha,2015,1278.92,26.15106849315068,142,14,-178.01807692307693
Odisha,2016,1261.36,26.52256830601093,153,11,-195.5780769230771
Odisha,2017,1430.8899999999999,26.464246575342468,153,14,-26.048076923077133
Odisha,2018,1528.63,25.785616438356165,152,22,71.6919230769231
Odisha,2019,1452.67,26.210027397260273,133,20,-4.268076923076933
Odisha,2020,1596.0,25.288005464480875,116,19,139.061923076923
Odisha,2021,1479.85,25.957534246575342,136,13,22.911923076922903
Odisha,2022,1323.31,25.901123287671233,158,17,-133.62807692307706
Odisha,2023,1403.23,26.253424657534246,150,19,-53.70807692307699
Odisha,2024,1378.12,26.432349726775957,117,16,-78.81807692307711
Odisha,2025,1390.78,25.595342465753422,154,14,-66.15807692307703
Punjab,2000,418.62,26.156939890710383,210,9,-302.7261538461538
Punjab,2001,477.42,25.96841095890411,198,11,-243.9261538461538
Punjab,2002,376.33,26.851835616438358,204,8,-345.0161538461538
Punjab,2003,553.41,25.424602739726026,190,11,-167.93615384615384
Punjab,2004,479.84,26.309316939890707,225,9,-241.50615384615384
Punjab,2005,578.48,25.184794520547946,187,16,-142.8661538461538
Punjab,2006,648.11,25.702739726027396,185,13,-73.2361538461538
Punjab,2007,508.44,25.800136986301368,195,11,-212.9061538461538
Punjab,2008,930.46,24.620273224043718,194,25,209.11384615384623
Punjab,2009,449.02,26.038630136986303,225,11,-272.32615384615383
Punjab,2010,638.17,25.916602739726027,216,20,-83.17615384615385
Punjab,2011,684.58,25.006493150684932,199,21,-36.76615384615377
Punjab,2012,462.4,25.10967213114754,210,14,-258.94615384615383
Punjab,2013,781.6999999999999,24.87276712328767,192,22,60.35384615384612
Punjab,2014,663.99,24.799068493150685,199,11,-57.3561538461538
Punjab,2015,825.02,24.714109589041094,185,18,103.67384615384617
Punjab,2016,631.16,26.046284153005466,199,15,-90.18615384615384
Punjab,2017,787.02,25.26454794520548,189,24,65.67384615384617
Punjab,2018,941.98,24.86090410958904,199,23,220.6338461538462
Punjab,2019,968.13,24.14205479452055,153,22,246.78384615384618
Punjab,2020,818.32,23.92016393442623,176,21,96.97384615384624
Punjab,2021,803.37,24.8492602739726,179,18,82.0238461538462
Punjab,2022,1000.05,24.85191780821918,195,31,278.70384615384614
Punjab,2023,1397.2,23.65972602739726,158,32,675.8538461538462
Punjab,2024,763.78,25.082595628415298,193,23,42.43384615384616
Punjab,2025,1168.0,24.430000000000003,186,36,446.6538461538462
Rajasthan,2000,214.64,26.574180327868852,246,9,-270.13461538461536
Rajasthan,2001,406.26,26.03978082191781,237,17,-78.51461538461535
Rajasthan,2002,126.95,27.388109589041097,254,4,-357.82461538461536
Rajasthan,2003,424.06,25.75221917808219,218,16,-60.71461538461534
Rajasthan,2004,438.64,26.419972677595627,254,20,-46.13461538461536
Rajasthan,2005,336.21,25.750931506849316,231,10,-148.56461538461537
Rajasthan,2006,326.15,26.665945205479453,222,13,-158.62461538461537
Rajasthan,2007,396.51,26.235205479452055,215,13,-88.26461538461535
Rajasthan,2008,455.2,25.72795081967213,222,19,-29.574615384615356
Rajasthan,2009,310.26,26.7332602739726,239,13,-174.51461538461535
Rajasthan,2010,585.83,26.235616438356164,224,25,101.0553846153847
Rajasthan,2011,541.25,25.509205479452056,219,21,56.475384615384655
Rajasthan,2012,538.27,25.063415300546446,231,25,53.49538461538464
Rajasthan,2013,575.94,25.08978082191781,210,24,91.16538461538471
Rajasthan,2014,447.0,25.464712328767124,225,15,-37.774615384615345
Rajasthan,2015,450.35,25.538219178082194,217,17,-34.42461538461532
Rajasthan,2016,518.58,26.332622950819673,245,24,33.805384615384696
Rajasthan,2017,458.37,25.845808219178082,234,18,-26.40461538461534
Rajasthan,2018,402.26,26.126575342465756,249,17,-82.51461538461535
Rajasthan,2019,650.42,25.352986301369864,199,21,165.64538461538461
Rajasthan,2020,470.90000000000003,25.545054644808744,201,10,-13.87461538461531
Rajasthan,2021,574.8100000000001,26.041890410958906,198,18,90.03538461538471
Rajasthan,2022,647.13,26.037890410958905,231,25,162.35538461538465
Rajasthan,2023,823.61,25.044164383561647,205,26,338.83538461538467
Rajasthan,2024,677.18,25.96341530054645,217,28,192.4053846153846
Rajasthan,2025,807.36,25.568520547945205,211,27,322.58538461538467
Sikkim,2000,709.04,6.978387978142077,121,5,-524.9303846153846
Sikkim,2001,800.67,7.5085205479452055,135,7,-433.3003846153846
Sikkim,2002,740.4,7.237534246575342,126,4,-493.57038461538457
Sikkim,2003,793.29,7.2840273972602745,111,9,-440.6803846153846
Sikkim,2004,788.07,7.268825136612022,130,9,-445.9003846153845
Sikkim,2005,854.12,7.3740000000000006,119,10,-379.85038461538454
Sikkim,2006,761.88,7.820082191780822,133,7,-472.09038461538455
Sikkim,2007,914.37,7.570082191780822,138,14,-319.60038461538454
Sikkim,2008,876.35,7.31188524590164,136,10,-357.6203846153845
Sikkim,2009,924.82,7.763835616438357,152,13,-309.1503846153845
Sikkim,2010,1155.04,7.805589041095891,134,21,-78.93038461538458
Sikkim,2011,1064.45,7.1548493150684935,136,16,-169.5203846153845
Sikkim,2012,887.94,7.0660928961748635,146,14,-346.0303846153845
Sikkim,2013,1122.24,7.4924109589041095,130,14,-111.73038461538454
Sikkim,2014,900.5500000000001,7.606328767123287,143,11,-333.4203846153845
Sikkim,2015,951.55,7.551205479452055,130,7,-282.4203846153846
Sikkim,2016,1613.4,7.94224043715847,110,20,379.42961538461554
Sikkim,2017,1475.83,7.764712328767123,109,22,241.85961538461538
Sikkim,2018,1519.09,7.203260273972603,99,20,285.1196153846154
Sikkim,2019,1606.09,7.207095890410959,102,29,372.1196153846154
Sikkim,2020,2089.77,7.143743169398907,98,39,855.7996153846154
Sikkim,2021,1939.65,7.536219178082192,98,35,705.6796153846155
Sikkim,2022,1932.53,7.619232876712329,107,41,698.5596153846154
Sikkim,2023,1707.7,7.56786301369863,111,33,473.7296153846155
Sikkim,2024,2262.61,7.7396721311475405,95,41,1028.6396153846156
Sikkim,2025,1691.78,8.17186301369863,100,24,457.8096153846154
Tamil Nadu,2000,869.23,27.49035519125683,100,17,-2.616153846153793
Tamil Nadu,2001,718.57,27.59994520547945,92,16,-153.27615384615376
Tamil Nadu,2002,580.62,28.073397260273975,98,11,-291.2261538461538
Tamil Nadu,2003,780.58,27.830684931506852,87,16,-91.26615384615377
Tamil Nadu,2004,1032.05,26.995601092896173,87,30,160.20384615384614
Tamil Nadu,2005,1173.76,27.496958904109587,78,29,301.9138461538462
Tamil Nadu,2006,767.54,27.168438356164383,96,15,-104.30615384615385
Tamil Nadu,2007,817.27,27.484904109589042,111,15,-54.57615384615383
Tamil Nadu,2008,1090.22,26.83210382513661,98,21,218.37384615384622
Tamil Nadu,2009,669.54,27.864547945205477,120,14,-202.30615384615385
Tamil Nadu,2010,1047.65,27.564273972602738,103,22,175.80384615384628
Tamil Nadu,2011,875.6,27.123753424657533,109,18,3.7538461538462116
Tamil Nadu,2012,721.77,27.626775956284153,149,15,-150.07615384615383
Tamil Nadu,2013,647.71,28.071643835616438,115,9,-224.13615384615377
Tamil Nadu,2014,698.98,27.860465753424656,105,11,-172.8661538461538
Tamil Nadu,2015,1124.57,27.46641095890411,89,36,252.72384615384613
Tamil Nadu,2016,476.55,28.279016393442625,147,7,-395.2961538461538
Tamil Nadu,2017,830.86,27.863260273972603,98,13,-40.9861538461538
Tamil Nadu,2018,704.21,27.55358904109589,114,13,-167.63615384615377
Tamil Nadu,2019,864.41,28.2746301369863,116,19,-7.436153846153843
Tamil Nadu,2020,968.77,27.69016393442623,99,20,96.92384615384617
Tamil Nadu,2021,1351.6,26.82235616438356,80,32,479.7538461538461
Tamil Nadu,2022,1035.28,26.971068493150685,85,19,163.43384615384616
Tamil Nadu,2023,841.44,27.850767123287675,93,13,-30.406153846153757
Tamil Nadu,2024,1098.77,28.02866120218579,110,30,226.92384615384617
Tamil Nadu,2025,880.45,27.409972602739725,97,14,8.603846153846234
Telangana,2000,906.34,26.100327868852457,170,16,-2.0719230769229853
Telangana,2001,788.25,26.25608219178082,149,13,-120.16192307692302
Telangana,2002,733.3199999999999,26.864821917808218,171,12,-175.09192307692308
Telangana,2003,814.39,26.53983561643836,177,18,-94.02192307692303
Telangana,2004,697.09,25.875081967213116,171,12,-211.32192307692299
Telangana,2005,1192.72,25.735616438356164,152,28,284.308076923077
Telangana,2006,1060.92,25.530657534246576,160,19,152.50807692307706
Telangana,2007,814.85,25.997589041095893,187,19,-93.561923076923
Telangana,2008,1135.18,25.671338797814204,180,23,226.76807692307705
Telangana,2009,783.05,26.790986301369866,191,16,-125.36192307692306
Telangana,2010,1098.45,26.46583561643836,147,27,190.03807692307703
Telangana,2011,658.74,26.034876712328767,171,12,-249.671923076923
Telangana,2012,715.02,26.574153005464478,178,13,-193.39192307692304
Telangana,2013,1081.99,25.651890410958906,158,29,173.578076923077
Telangana,2014,640.19,26.29024657534247,173,15,-268.22192307692296
Telangana,2015,473.58,27.107178082191783,190,5,-434.83192307692303
Telangana,2016,812.22,26.37431693989071,187,17,-96.19192307692299
Telangana,2017,755.5600000000001,26.364493150684932,187,14,-152.85192307692296
Telangana,2018,619.68,26.607150684931508,188,11,-288.73192307692307
Telangana,2019,887.64,26.597917808219176,161,15,-20.77192307692303
Telangana,2020,1246.36,25.740000000000002,150,23,337.9480769230769
Telangana,2021,1148.63,25.572109589041094,150,25,240.2180769230771
Telangana,2022,1126.58,25.71868493150685,166,22,218.1680769230769
Telangana,2023,1069.08,25.948712328767126,180,22,160.6680769230769
Telangana,2024,1007.66,26.48325136612022,155,16,99.24807692307695
Telangana,2025,1351.22,25.297972602739726,156,33,442.808076923077
Tripura,2000,2009.16,24.178688524590164,117,13,-329.6492307692308
Tripura,2001,2098.63,24.370931506849313,122,18,-240.1792307692308
Tripura,2002,2008.36,24.522986301369862,120,7,-330.449230769231
Tripura,2003,1812.5,24.37156164383562,107,13,-526.3092307692309
Tripura,2004,2350.72,24.326830601092897,135,19,11.910769230768892
Tripura,2005,1971.96,24.5412602739726,109,14,-366.84923076923087
Tripura,2006,1824.9,24.875068493150685,128,18,-513.9092307692308
Tripura,2007,2764.31,24.084164383561642,144,32,425.50076923076904
Tripura,2008,1544.38,24.53571038251366,137,7,-794.4292307692308
Tripura,2009,2037.02,24.997342465753427,158,14,-301.7892307692309
Tripura,2010,2234.9900000000002,24.767780821917807,131,14,-103.81923076923067
Tripura,2011,1663.3700000000001,24.562356164383562,147,7,-675.4392307692308
Tripura,2012,1842.61,24.588196721311476,138,6,-496.199230769231
Tripura,2013,1965.83,24.827260273972605,145,15,-372.979230769231
Tripura,2014,1987.22,25.09194520547945,161,15,-351.5892307692309
Tripura,2015,2402.7,24.62616438356164,133,20,63.89076923076891
Tripura,2016,2749.74,25.06292349726776,121,16,410.9307692307689
Tripura,2017,4721.89,24.509315068493148,118,53,2383.0807692307694
Tripura,2018,2698.26,24.16950684931507,128,24,359.4507692307693
Tripura,2019,2963.24,24.67230136986301,131,28,624.4307692307689
Tripura,2020,2604.44,24.333825136612024,120,20,265.63076923076915
Tripura,2021,2184.24,24.68315068493151,129,9,-154.56923076923113
Tripura,2022,2318.06,24.545972602739727,112,19,-20.749230769230962
Tripura,2023,2322.27,25.076246575342466,132,20,-16.539230769230926
Tripura,2024,3137.68,24.67964480874317,110,31,798.8707692307689
Tripura,2025,2590.56,24.814520547945204,122,23,251.75076923076904
Uttar Pradesh,2000,929.04,25.920437158469944,205,16,-0.4846153846153811
Uttar Pradesh,2001,718.83,26.443424657534248,194,11,-210.6946153846153
Uttar Pradesh,2002,683.17,26.962410958904112,194,18,-246.35461538461539
Uttar Pradesh,2003,893.03,25.763890410958904,200,18,-36.49461538461537
Uttar Pradesh,2004,828.23,25.923797814207653,204,16,-101.29461538461533
Uttar Pradesh,2005,802.87,26.008547945205482,188,10,-126.65461538461534
Uttar Pradesh,2006,860.47,26.5761095890411,183,12,-69.05461538461532
Uttar Pradesh,2007,882.31,25.97358904109589,197,20,-47.2146153846154
Uttar Pradesh,2008,1507.77,25.133551912568304,201,32,578.2453846153846
Uttar Pradesh,2009,955.93,25.935178082191783,215,20,26.405384615384605
Uttar Pradesh,2010,808.67,26.23213698630137,208,16,-120.85461538461539
Uttar Pradesh,2011,1041.83,25.406657534246577,210,17,112.30538461538458
Uttar Pradesh,2012,935.34,25.40308743169399,233,19,5.815384615384687
Uttar Pradesh,2013,1005.29,25.188082191780822,194,21,75.76538461538462
Uttar Pradesh,2014,665.35,26.37087671232877,180,10,-264.1746153846153
Uttar Pradesh,2015,629.19,26.667506849315068,188,12,-300.3346153846153
Uttar Pradesh,2016,869.86,26.60890710382514,209,19,-59.66461538461533
Uttar Pradesh,2017,960.07,26.42158904109589,209,21,30.545384615384705
Uttar Pradesh,2018,1216.01,26.099068493150686,226,29,286.48538461538465
Uttar Pradesh,2019,1122.8600000000001,25.41419178082192,196,23,193.33538461538478
Uttar Pradesh,2020,900.43,24.975819672131145,186,21,-29.094615384615395
Uttar Pradesh,2021,1047.85,25.460520547945205,190,20,118.32538461538456
Uttar Pradesh,2022,1104.71,25.61158904109589,206,15,175.1853846153847
Uttar Pradesh,2023,876.75,25.61441095890411,205,16,-52.774615384615345
Uttar Pradesh,2024,919.48,25.907131147540984,223,24,-10.044615384615327
Uttar Pradesh,2025,1002.3,25.350082191780825,200,19,72.77538461538461
Uttarakhand,2000,840.0,19.12521857923497,194,9,-489.52192307692303
Uttarakhand,2001,1352.95,18.864136986301368,197,20,23.428076923077015
Uttarakhand,2002,958.91,19.53504109589041,185,14,-370.61192307692306
Uttarakhand,2003,1273.01,18.850712328767123,196,15,-56.51192307692304
Uttarakhand,2004,1248.58,18.94308743169399,218,20,-80.9419230769231
Uttarakhand,2005,1268.8,18.68654794520548,173,16,-60.721923076923076
Uttarakhand,2006,1165.48,19.338,183,15,-164.041923076923
Uttarakhand,2007,1573.3,18.978383561643835,193,26,243.77807692307692
Uttarakhand,2008,1595.48,18.5025956284153,185,24,265.958076923077
Uttarakhand,2009,1098.18,19.523260273972603,210,13,-231.34192307692297
Uttarakhand,2010,1975.14,19.63241095890411,211,35,645.6180769230771
Uttarakhand,2011,1746.53,18.240054794520546,184,24,417.00807692307694
Uttarakhand,2012,1381.48,18.81849726775956,207,20,51.95807692307699
Uttarakhand,2013,2093.6,18.660986301369864,173,27,764.0780769230769
Uttarakhand,2014,1213.43,18.96323287671233,166,16,-116.09192307692297
Uttarakhand,2015,1237.88,19.051972602739728,161,13,-91.64192307692292
Uttarakhand,2016,957.22,19.962868852459017,173,13,-372.301923076923
Uttarakhand,2017,1127.49,19.50317808219178,173,14,-202.03192307692302
Uttarakhand,2018,1143.2,19.123315068493152,174,17,-186.32192307692299
Uttarakhand,2019,1016.38,18.794986301369864,151,12,-313.14192307692304
Uttarakhand,2020,1211.23,18.285245901639342,157,15,-118.29192307692301
Uttarakhand,2021,1441.96,18.911369863013697,171,16,112.438076923077
Uttarakhand,2022,1348.21,19.143534246575342,170,17,18.688076923077006
Uttarakhand,2023,1467.41,18.74731506849315,158,25,137.88807692307705
Uttarakhand,2024,1247.52,19.470901639344262,188,16,-82.00192307692305
Uttarakhand,2025,1584.2,19.08208219178082,181,23,254.67807692307701
West Bengal,2000,1377.3799999999999,25.313360655737707,136,12,-101.60269230769245
West Bengal,2001,1463.52,25.591972602739727,139,16,-15.46269230769235
West Bengal,2002,1262.33,25.780602739726028,142,13,-216.6526923076924
West Bengal,2003,1267.62,25.851397260273973,116,9,-211.36269230769244
West Bengal,2004,1283.95,25.711967213114754,166,16,-195.0326923076923
West Bengal,2005,1247.68,25.969780821917805,132,21,-231.30269230769227
West Bengal,2006,1340.4,25.843616438356165,148,17,-138.58269230769224
West Bengal,2007,1902.1200000000001,25.37268493150685,138,28,423.1373076923078
West Bengal,2008,1450.92,25.2077868852459,155,18,-28.06269230769226
West Bengal,2009,1510.69,25.876465753424657,167,19,31.707307692307722
West Bengal,2010,1308.79,26.1341095890411,147,17,-170.19269230769237
West Bengal,2011,1679.12,25.55372602739726,153,25,200.13730769230756
West Bengal,2012,1177.07,25.505819672131146,158,8,-301.9126923076924
West Bengal,2013,1710.3,25.459561643835617,153,23,231.31730769230762
West Bengal,2014,1213.25,25.594904109589038,169,13,-265.73269230769233
West Bengal,2015,1551.02,26.0592602739726,146,24,72.03730769230765
West Bengal,2016,1558.93,26.43587431693989,145,21,79.94730769230773
West Bengal,2017,1934.75,26.015095890410958,129,24,455.76730769230767
West Bengal,2018,1288.06,25.398630136986302,145,17,-190.9226923076924
West Bengal,2019,1409.8,26.195013698630138,129,19,-69.18269230769238
West Bengal,2020,1627.8,25.244590163934426,112,15,148.81730769230762
West Bengal,2021,2062.21,25.973835616438357,141,28,583.2273076923077
West Bengal,2022,1194.49,25.45169863013699,138,11,-284.4926923076923
West Bengal,2023,1314.34,26.641178082191782,151,15,-164.6426923076924
West Bengal,2024,1734.57,26.212295081967216,116,22,255.5873076923076
West Bengal,2025,1582.44,25.47309589041096,153,24,103.45730769230772
